Drawing ID,File Name,Category ID,Category Name,PDF Path,Pages,Drawing Type,Source,Status
DR175,S-70086-01-105.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-105.pdf,,,,Pending
DR176,S-70086-01-301_G_.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-301_G_.pdf,,,,Pending
DR177,S-70086-01-302_C_.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-302_C_.pdf,,,,Pending
DR178,S-70086-01-302_C_DT Comments.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-302_C_DT Comments.pdf,,,,Pending
DR179,S-70086-01-302_D_DT COMMENT.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-302_D_DT COMMENT.pdf,,,,Pending
DR180,S-70086-01-303_C_.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-303_C_.pdf,,,,Pending
DR181,S-70086-01-303_C_DT Comments.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-303_C_DT Comments.pdf,,,,Pending
DR182,S-70086-01-303_D_.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-303_D_.pdf,,,,Pending
DR183,S-70086-01-304_C_.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-304_C_.pdf,,,,Pending
DR184,S-70086-01-304_C_DT Comments.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-304_C_DT Comments.pdf,,,,Pending
DR185,S-70086-01-304_D_.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-304_D_.pdf,,,,Pending
DR186,S-70086-01-311_C_PD.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-311_C_PD.pdf,,,,Pending
DR187,S-70086-01-312_A_DT COMMENT.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-312_A_DT COMMENT.pdf,,,,Pending
DR188,S-70086-01-313_A_DT COMMENT.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-313_A_DT COMMENT.pdf,,,,Pending
DR189,S-70086-01-314_A_.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-314_A_.pdf,,,,Pending
DR190,SC-55767-03-001_MJP_TK.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\SC-55767-03-001_MJP_TK.pdf,,,,Pending
DR191,Stair Connections.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\Stair Connections.pdf,,,,Pending
DR192,M-70086-01-004_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-004_B_.pdf,,,,Pending
DR193,M-70086-01-005_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-005_B_.pdf,,,,Pending
DR194,M-70086-01-007_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-007_B_.pdf,,,,Pending
DR195,M-70086-01-009_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-009_B_.pdf,,,,Pending
DR196,M-70086-01-011_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-011_B_.pdf,,,,Pending
DR197,M-70086-01-013_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-013_B_.pdf,,,,Pending
DR198,M-70086-01-015_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-015_B_.pdf,,,,Pending
DR199,M-70086-01-017_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-017_B_.pdf,,,,Pending
DR200,M-70086-01-019_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-019_B_.pdf,,,,Pending
DR201,M-70086-01-021_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-021_B_.pdf,,,,Pending
DR202,M-70086-01-023_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-023_B_.pdf,,,,Pending
DR203,M-70086-01-025_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-025_B_.pdf,,,,Pending
DR204,M-70086-01-027_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-027_B_.pdf,,,,Pending
DR205,M-70086-01-029_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-029_B_.pdf,,,,Pending
DR206,M-70086-01-030_A_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-030_A_.pdf,,,,Pending
DR207,M-70086-01-031_A_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-031_A_.pdf,,,,Pending
DR208,M-70086-01-032_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-032_B_.pdf,,,,Pending
DR209,M-70086-01-033_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-033_B_.pdf,,,,Pending
DR210,M-70086-01-034_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-034_B_.pdf,,,,Pending
DR211,M-70086-01-036_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-036_B_.pdf,,,,Pending
DR212,M-70086-01-037_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-037_B_.pdf,,,,Pending
DR213,M-70086-01-038_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-038_B_.pdf,,,,Pending
DR214,M-70086-01-039_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-039_B_.pdf,,,,Pending
DR215,M-70086-01-040_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-040_B_.pdf,,,,Pending
DR216,M-70086-01-041_B_.pdf,7,System Engineering,raw_drawings\System Engineering\M-70086-01-041_B_.pdf,,,,Pending
